date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
05/11/2014,chatain,26.0,10.0,35375.0,F,licence,geologie,56.24,non,0
12/06/2013,brun,28.0,10.0,39542.0,M,master,geologie,72.32,oui,1
10/07/2012,chatain,48.0,15.0,27735.0,F,doctorat,geologie,52.54,non,1
13/03/2010,roux,21.0,13.0,34842.0,M,licence,geologie,65.11,non,0
13/03/2012,blond,46.0,14.0,37678.0,M,bac,geologie,68.18,non,0
21/10/2014,brun,38.0,11.0,33878.0,F,licence,geologie,79.26,non,0
24/02/2014,blond,35.0,4.0,33447.0,M,bac,geologie,52.21,non,0
13/02/2010,brun,45.0,10.0,32030.0,F,licence,detective,93.43,non,0
28/12/2013,brun,33.0,5.0,35230.0,M,master,forage,82.36,oui,0
02/01/2012,roux,35.0,9.0,36491.0,M,bac,geologie,66.35,non,0
09/01/2011,brun,35.0,8.0,39486.0,M,master,geologie,69.64,oui,0
30/07/2013,blond,11.0,15.0,30433.0,M,master,geologie,98.89,oui,0
21/02/2010,roux,34.0,11.0,31606.0,F,licence,geologie,94.02,non,0
25/03/2011,blond,33.0,13.0,34021.0,M,bac,,61.82,non,0
01/09/2012,blond,36.0,9.0,31726.0,M,master,detective,82.08,oui,0
23/07/2013,brun,35.0,17.0,39708.0,M,master,archeologie,76.84,oui,0
12/09/2014,,44.0,13.0,37166.0,M,doctorat,detective,91.24,oui,0
17/08/2010,roux,28.0,6.0,37025.0,F,bac,geologie,90.89,non,0
16/04/2011,blond,48.0,3.0,33934.0,M,licence,geologie,59.22,non,0
30/12/2011,blond,28.0,7.0,40514.0,M,master,geologie,77.73,oui,0
27/03/2014,blond,49.0,16.0,26102.0,F,licence,geologie,67.64,non,0
22/12/2010,brun,44.0,9.0,33532.0,M,doctorat,forage,76.54,oui,0
04/01/2014,blond,20.0,4.0,39057.0,M,licence,geologie,47.03,non,0
07/08/2010,chatain,35.0,9.0,29494.0,F,doctorat,detective,98.15,oui,0
14/01/2014,roux,33.0,9.0,43898.0,M,bac,geologie,30.66,non,0
19/08/2010,blond,55.0,9.0,34278.0,M,master,geologie,77.76,oui,0
24/06/2010,brun,50.0,8.0,32269.0,F,master,geologie,65.49,non,1
16/08/2014,roux,42.0,3.0,33033.0,M,bac,geologie,53.81,non,0
03/09/2012,brun,38.0,12.0,38767.0,M,licence,geologie,60.71,non,0
03/07/2011,brun,36.0,11.0,46929.0,M,licence,archeologie,47.11,oui,0
20/08/2010,chatain,32.0,10.0,36828.0,M,master,geologie,91.71,non,0
14/04/2014,brun,46.0,10.0,24383.0,F,doctorat,forage,109.12,oui,0
25/12/2013,chatain,43.0,6.0,29636.0,M,doctorat,forage,72.15,oui,0
03/05/2013,blond,42.0,8.0,23947.0,M,doctorat,geologie,99.06,oui,0
01/01/2012,chatain,26.0,7.0,34054.0,F,licence,archeologie,78.3,non,0
03/04/2011,chatain,43.0,13.0,36577.0,F,master,geologie,76.38,non,0
03/10/2012,brun,36.0,9.0,32164.0,F,master,detective,91.73,oui,0
13/05/2014,roux,54.0,8.0,33041.0,M,master,forage,90.29,oui,0
27/03/2014,blond,28.0,7.0,43825.0,F,bac,detective,56.8,non,0
05/12/2010,roux,51.0,12.0,33672.0,M,licence,geologie,75.47,non,0
30/12/2014,,22.0,7.0,30779.0,F,licence,forage,65.59,non,0
13/10/2012,blond,38.0,8.0,34469.0,M,bac,geologie,50.04,non,0
20/05/2013,brun,61.0,8.0,35101.0,M,master,forage,78.97,oui,1
08/04/2013,brun,48.0,6.0,36945.0,F,licence,forage,74.15,non,0
24/04/2013,roux,29.0,10.0,30751.0,M,licence,forage,85.57,non,1
25/01/2012,chatain,29.0,9.0,28076.0,F,master,geologie,78.61,non,0
17/11/2012,blond,34.0,13.0,32586.0,M,master,geologie,96.34,non,0
01/06/2011,blond,43.0,4.0,33477.0,M,bac,geologie,45.48,non,0
03/08/2011,chatain,41.0,8.0,29722.0,M,master,geologie,60.44,non,0
04/10/2010,blond,45.0,12.0,37435.0,F,licence,forage,75.25,non,0
09/04/2010,blond,42.0,14.0,34494.0,M,bac,geologie,49.18,non,0
29/07/2010,brun,30.0,15.0,41465.0,M,bac,geologie,61.59,non,0
26/10/2014,chatain,29.0,7.0,47562.0,M,licence,detective,44.27,oui,0
23/11/2012,brun,36.0,9.0,33550.0,M,licence,geologie,58.26,non,1
06/11/2011,brun,48.0,14.0,37235.0,M,licence,geologie,74.84,non,0
25/11/2013,brun,34.0,12.0,30538.0,F,licence,geologie,67.6,non,0
22/03/2011,blond,40.0,7.0,40246.0,M,bac,forage,54.78,non,0
10/06/2014,blond,28.0,12.0,30366.0,F,licence,forage,108.86,non,0
25/02/2011,chatain,40.0,10.0,37155.0,F,licence,geologie,76.38,non,0
12/12/2013,brun,38.0,10.0,34778.0,F,licence,detective,74.93,non,0
28/01/2012,chatain,51.0,10.0,36690.0,F,master,geologie,92.13,non,0
07/08/2014,brun,22.0,14.0,36924.0,M,licence,geologie,78.23,non,0
07/11/2010,chatain,37.0,12.0,37396.0,F,doctorat,archeologie,96.93,oui,0
17/03/2010,chatain,44.0,9.0,37001.0,M,doctorat,geologie,75.6,oui,0
01/05/2011,blond,27.0,8.0,25054.0,M,master,geologie,77.51,non,1
26/07/2013,blond,35.0,8.0,33990.0,M,licence,geologie,67.94,non,0
02/11/2013,brun,38.0,15.0,35822.0,F,licence,geologie,79.41,non,0
07/08/2014,brun,31.0,9.0,33399.0,F,master,geologie,97.07,oui,0
17/06/2014,chatain,39.0,5.0,33965.0,F,master,forage,103.23,oui,0
01/08/2010,brun,58.0,8.0,30382.0,F,master,forage,101.87,oui,0
05/11/2013,chatain,19.0,11.0,35361.0,F,master,forage,34.89,non,1
17/06/2013,blond,35.0,10.0,39075.0,M,licence,forage,85.02,non,1
13/05/2014,chatain,32.0,11.0,50428.0,M,bac,geologie,27.9,non,0
22/02/2012,blond,59.0,8.0,36111.0,M,licence,forage,77.22,non,0
29/01/2014,chatain,31.0,7.0,37446.0,M,licence,geologie,41.57,non,0
31/03/2010,brun,34.0,11.0,35906.0,M,licence,geologie,70.7,non,0
14/05/2014,blond,27.0,7.0,47645.0,M,master,geologie,92.27,oui,1
06/11/2010,blond,26.0,11.0,38473.0,M,licence,geologie,42.19,non,0
05/07/2010,roux,41.0,8.0,34939.0,M,bac,geologie,46.39,non,0
26/12/2014,brun,31.0,10.0,40946.0,M,licence,forage,40.17,non,0
28/12/2011,roux,19.0,12.0,38738.0,M,licence,geologie,79.84,oui,0
24/01/2011,blond,35.0,9.0,39227.0,M,licence,geologie,64.38,non,0
04/06/2013,roux,39.0,7.0,32621.0,M,bac,geologie,68.58,non,0
15/01/2012,blond,29.0,12.0,33125.0,M,licence,geologie,68.47,non,0
20/01/2011,brun,39.0,9.0,33876.0,M,licence,geologie,53.84,non,0
03/01/2012,blond,37.0,6.0,23112.0,M,master,geologie,98.46,non,0
01/12/2012,chatain,50.0,7.0,37156.0,F,licence,detective,63.31,non,1
20/11/2011,blond,51.0,9.0,42081.0,F,bac,detective,68.95,non,0
19/03/2013,brun,35.0,5.0,37297.0,M,bac,geologie,28.56,non,0
20/01/2014,brun,22.0,8.0, ,F,master,forage,93.47,non,1
24/08/2010,blond,25.0,8.0,35127.0,M,licence,geologie,61.44,non,0
04/07/2012,brun,35.0,13.0,29502.0,M,doctorat,detective,85.37,oui,0
20/06/2011,blond,19.0,8.0,38677.0,F,bac,geologie,75.02,non,0
07/10/2012,brun,42.0,9.0,32210.0,M,licence,geologie,,non,1
20/05/2014,chatain,45.0,13.0,36189.0,M,doctorat,detective,84.1,oui,0
01/05/2011,chatain,46.0,10.0,36683.0,F,doctorat,archeologie,114.89,oui,0
18/08/2010,chatain,29.0,15.0,30622.0,F,doctorat,geologie,120.14,oui,0
24/07/2010,,49.0,6.0,36645.0,M,doctorat,geologie,102.25,oui,1
22/11/2011,brun,23.0,12.0,35964.0,M,master,forage,68.43,oui,0
28/08/2010,roux,50.0,13.0,42202.0,M,bac,geologie,38.02,non,0
03/05/2010,blond,51.0,11.0,34098.0,F,bac,detective,80.34,non,1
26/03/2010,blond,36.0,13.0,41164.0,F,bac,forage,68.8,non,0
08/03/2014,blond,28.0,11.0,36143.0,F,bac,geologie,58.04,non,0
03/03/2014,blond,28.0,8.0,36503.0,M,master,geologie,64.84,oui,0
18/07/2010,blond,40.0,13.0,42892.0,M,licence,forage,30.73,oui,0
05/10/2013,brun,27.0,12.0,25806.0,M,doctorat,geologie,89.26,oui,0
14/01/2014,blond,33.0,4.0,25953.0,F,licence,geologie,80.39,non,0
21/05/2013,chatain,46.0,10.0,33354.0,F,master,forage,79.71,non,0
12/05/2011,brun,37.0,9.0,37311.0,M,licence,geologie,62.78,non,0
11/05/2013,brun,34.0,7.0,36032.0,,licence,geologie,84.83,non,0
02/03/2012,brun,48.0,7.0,37267.0,M,master,geologie,61.23,oui,0
08/08/2010,blond,27.0,10.0,35844.0,M,licence,forage,88.7,non,1
13/08/2011,brun,28.0,6.0,31382.0,M,master,geologie,76.86,non,0
17/09/2014,brun,32.0,6.0,32249.0,M,master,geologie,77.25,oui,0
06/04/2014,brun,46.0,8.0,39827.0,M,master,geologie,76.41,oui,1
18/02/2012,blond,22.0,13.0,40146.0,M,licence,geologie,57.17,non,0
25/06/2011,brun,19.0,11.0,26497.0,F,licence,geologie,85.19,non,0
03/11/2010,blond,40.0,13.0,47132.0,,licence,detective,64.85,oui,0
15/03/2013,chatain,18.0,5.0,35632.0,M,master,geologie,74.59,oui,0
19/09/2010,blond,24.0,11.0,33342.0,M,master,archeologie,75.33,oui,0
24/06/2012,chatain,50.0,9.0,37181.0,F,doctorat,detective,95.54,oui,0
07/11/2012,chatain,41.0,9.0,42199.0,F,doctorat,archeologie,97.21,oui,0
17/03/2013,brun,33.0,8.0,39784.0,M,licence,forage,82.44,oui,0
25/09/2014,brun,40.0,4.0,44541.0,M,licence,geologie,45.53,non,0
11/04/2011,blond,22.0,12.0,42944.0,M,licence,forage,63.78,oui,0
21/12/2012,chatain,25.0,13.0,38576.0,F,licence,geologie,53.86,non,0
18/01/2011,chatain,41.0,8.0,29436.0,M,doctorat,detective,87.61,oui,0
30/11/2013,brun,53.0,7.0,28832.0,M,doctorat,geologie,114.29,oui,0
08/07/2012,brun,39.0,9.0,39454.0,M,master,forage,74.34,oui,0
15/01/2014,brun,37.0,7.0,34546.0,F,master,detective,72.39,oui,0
06/09/2010,blond,33.0,13.0,32832.0,M,master,detective,75.89,oui,0
04/12/2013,brun,52.0,6.0,31954.0,M,master,geologie,73.35,oui,0
06/02/2013,chatain,32.0,12.0,39397.0,F,master,archeologie,72.27,oui,0
14/07/2010,roux,39.0,9.0,36662.0,M,master,geologie,96.72,oui,0
22/01/2012,chatain,43.0,11.0,32223.0,F,master,forage,76.19,non,0
02/05/2010,blond,35.0,10.0,30926.0,F,master,detective,91.96,non,0
25/12/2011,brun,21.0,8.0,37919.0,M,master,geologie,72.27,oui,1
19/10/2012,chatain,39.0,10.0,31960.0,M,master,geologie,72.66,non,0
27/11/2010,blond,40.0,9.0,32084.0,F,licence,geologie,78.48,non,1
03/02/2013,roux,35.0,10.0,28883.0,M,licence,geologie,61.8,non,0
08/02/2013,brun,19.0,9.0,28066.0,F,licence,forage,80.89,non,0
03/12/2013,roux,39.0,5.0,37795.0,M,bac,geologie,57.9,non,0
01/02/2010,blond,35.0,7.0,34299.0,M,licence,geologie,66.76,non,0
03/09/2011,blond,44.0,9.0,34434.0,M,master,forage,61.89,oui,0
24/01/2011,roux,41.0,13.0,37333.0,M,licence,geologie,73.8,non,0
21/11/2010,brun,35.0,13.0,34136.0,M,master,forage,88.2,oui,0
29/08/2013,chatain,34.0,9.0,35752.0,F,master,detective,91.54,oui,0
30/09/2012,chatain,38.0,10.0,31465.0,F,doctorat,archeologie,87.52,oui,0
22/06/2010,chatain,36.0,8.0,27228.0,F,master,geologie,99.11,non,0
06/12/2010,blond,35.0,4.0,41877.0,M,licence,geologie,44.59,oui,0
26/05/2013,chatain,33.0,13.0,40247.0,F,licence,forage,56.56,non,0
01/11/2010,blond,23.0,6.0,33679.0,M,master,forage,84.77,oui,0
04/11/2012,brun,43.0,14.0,38039.0,F,licence,forage,77.07,non,0
05/05/2013,brun,28.0,5.0,35088.0,F,master,detective,77.59,oui,0
25/02/2012,blond,-1.0,6.0,38176.0,M,bac,detective,44.88,non,0
13/05/2013,brun,19.0,5.0,40788.0,F,licence,geologie,63.87,oui,1
25/10/2011,blond,39.0,14.0,27326.0,M,licence,geologie,76.07,non,0
28/02/2011,blond,28.0,7.0,33451.0,F,bac,forage,66.15,non,0
02/04/2014,chatain,55.0,8.0,31852.0,F,licence,geologie,96.2,non,0
18/05/2011,blond,38.0,12.0,39055.0,M,bac,geologie,54.08,non,0
02/01/2014,brun,,17.0,32928.0,F,licence,detective,75.47,non,0
22/10/2010,chatain,28.0,14.0,36065.0,F,master,detective,83.38,oui,0
14/01/2010,blond,40.0,10.0,31819.0,M,master,detective,90.89,oui,0
19/06/2014,blond,35.0,9.0,34586.0,M,licence,geologie,66.18,non,0
31/03/2014,blond,19.0,13.0,25896.0,F,master,geologie,66.72,non,1
29/03/2010,chatain,52.0,13.0,37288.0,M,master,detective,61.07,oui,0
08/12/2012,chatain,37.0,13.0,32337.0,M,master,geologie,67.07,non,0
13/05/2010,chatain,26.0,14.0,21734.0,F,doctorat,forage,125.8,oui,0
25/07/2012,brun,35.0,9.0,36405.0,M,licence,geologie,55.79,non,0
18/12/2014,blond,28.0,11.0,39861.0,M,master,archeologie,88.33,oui,0
,roux,37.0,12.0,38305.0,M,bac,geologie,30.36,non,1
30/08/2012,roux,40.0,8.0,40632.0,M,bac,detective,50.7,non,0
10/03/2012,blond,30.0,11.0,35820.0,M,licence,geologie,77.71,non,0
30/08/2014,chatain,48.0,8.0,34373.0,F,master,forage,66.37,non,0
29/04/2011,brun,34.0,7.0,28487.0,M,master,geologie,83.71,non,0
15/04/2013,blond,24.0,6.0,35892.0,M,licence,archeologie,88.8,oui,1
24/09/2010,chatain,44.0,8.0,37929.0,M,master,geologie,61.0,non,0
09/12/2013,chatain,18.0,15.0,37496.0,M,master,forage,74.29,oui,0
25/11/2014,brun,49.0,13.0,28396.0,F,licence,geologie,80.66,non,0
08/06/2011,brun,35.0,13.0,29113.0,M,master,geologie,66.74,non,0
25/12/2010,blond,27.0,12.0,30325.0,M,doctorat,archeologie,97.28,oui,0
04/05/2011,blond,20.0,6.0,25244.0,M,master,geologie,66.21,non,1
10/06/2014,chatain,35.0,9.0,35971.0,M,master,geologie,57.17,oui,0
21/09/2012,chatain,45.0,6.0,36511.0,M,master,geologie,74.91,non,0
24/04/2011,chatain,35.0,7.0,37997.0,M,master,geologie,60.29,non,0
05/12/2014,brun,20.0,5.0,31122.0,F,master,forage,75.73,non,1
06/08/2014,blond,38.0,13.0,31886.0,F,licence,geologie,88.42,non,1
07/05/2013,chatain,42.0,6.0,20446.0,F,doctorat,archeologie,102.67,non,0
27/09/2010,chatain,24.0,11.0,39551.0,M,master,forage,83.89,oui,0
08/06/2010,chatain,47.0,6.0,38843.0,F,master,forage,78.01,non,0
20/01/2014,brun,34.0,7.0,38376.0,F,licence,detective,44.4,non,0
16/12/2012,brun,30.0,15.0,35583.0,F,master,detective,100.33,oui,0
15/08/2010,chatain,34.0,14.0,37048.0,F,licence,detective,80.0,non,0
14/12/2011,chatain,41.0,11.0,30516.0,M,master,geologie,63.19,non,0
28/11/2013,blond,35.0,6.0,36599.0,M,master,detective,71.3,oui,0
14/12/2012,chatain,35.0,4.0,29604.0,F,doctorat,geologie,105.36,non,0
27/06/2013,brun,15.0,6.0,37064.0,M,licence,geologie,49.39,non,0
22/05/2010,blond,44.0,11.0,28691.0,M,licence,geologie,83.2,non,0
26/09/2010,brun,51.0,7.0,39313.0,M,licence,detective,66.17,oui,0
27/07/2011,chatain,14.0,14.0,34461.0,F,master,forage,111.16,non,0
11/12/2014,roux,32.0,12.0,47629.0,M,bac,geologie,60.26,oui,0
20/02/2010,chatain,33.0,10.0,28493.0,F,doctorat,geologie,103.7,non,0
04/12/2012,roux,37.0,9.0,33684.0,M,bac,geologie,61.33,non,0
17/01/2013,chatain,49.0,7.0,27386.0,M,doctorat,geologie,77.25,oui,0
05/04/2010,blond,42.0,13.0,36642.0,M,bac,geologie,62.93,non,0
02/02/2014,chatain,38.0,8.0,41322.0,M,master,forage,61.02,oui,0
09/05/2012,chatain,28.0,14.0,33226.0,M,doctorat,forage,98.07,oui,0
01/05/2010,chatain,40.0,13.0,34569.0,F,licence,geologie,75.29,non,0
12/10/2010,brun,35.0,8.0,34008.0,M,licence,geologie,64.59,non,0
25/04/2011,chatain,28.0,2.0,31658.0,M,doctorat,geologie,96.06,oui,0
19/09/2013,chatain,12.0,12.0,33319.0,F,master,detective,80.15,oui,0
13/11/2013,roux,29.0,7.0,27646.0,F,licence,forage,,non,0
28/08/2014,blond,42.0,9.0,41566.0,F,bac,geologie,74.61,non,0
05/03/2010,chatain,33.0,7.0,43368.0,F,licence,detective,57.27,non,1
28/06/2011,brun,42.0,15.0,33584.0,F,licence,geologie,75.35,non,0
20/01/2012,chatain,43.0,10.0,44265.0,F,licence,archeologie,54.51,oui,0
21/01/2010,chatain,39.0,10.0,38462.0,F,master, ,77.33,non,0
01/04/2011,blond,26.0,10.0,41236.0,F,licence,detective,72.09,non,1
06/04/2012,brun,55.0,6.0,39729.0,M,bac,archeologie,81.49,non,1
12/11/2014,blond,31.0,11.0,28024.0,F,licence,forage,99.06,non,0
20/08/2014,chatain,29.0,3.0,37787.0,F,licence,geologie,62.37,non,0
18/06/2013,roux,30.0,4.0,34967.0,M,bac,geologie,56.13,non,0
01/06/2013,chatain,28.0,8.0,38644.0,F,doctorat,detective,73.98,oui,0
10/08/2010,chatain,32.0,7.0,31633.0,F,licence,detective,86.29,non,0
23/12/2010,chatain,35.0,8.0,35050.0,,master,geologie,84.68,non,0
22/05/2010,chatain,35.0,10.0,30776.0,F,master,forage,40.14,non,1
05/02/2012,roux,31.0,6.0,36857.0,M,bac,detective,71.02,non,0
17/11/2010,blond,39.0,10.0,39177.0,F,licence,detective,82.36,oui,0
20/08/2013,chatain,35.0,11.0,41026.0,M,master,detective,59.36,oui,0
02/08/2013,roux,31.0,9.0,31403.0,M,licence,forage,69.69,non,0
09/11/2011,blond,15.0,12.0,37743.0,F,bac,detective,57.25,non,0
09/01/2013,roux,40.0,13.0,36703.0,M,bac,,63.64,non,0
03/10/2010,roux,42.0,9.0,30188.0,M,licence,geologie,54.22,non,0
20/01/2010,brun,31.0,9.0,39204.0,M,master,forage,95.99,oui,0
27/02/2010,blond,31.0,6.0,29282.0,M,doctorat,detective,90.25,oui,0
29/01/2012,brun,32.0,9.0,41319.0,F,licence,archeologie,66.69,oui,0
18/09/2012,chatain,44.0,6.0,30784.0,F,doctorat,archeologie,79.35,oui,0
05/12/2012,brun,29.0,9.0,34038.0,F,master,forage,63.25,non,0
29/01/2014,brun,33.0,13.0,32164.0,M,doctorat,geologie,82.29,oui,0
04/04/2013,brun,32.0,7.0,39683.0,M,master,detective,44.63,oui,0
23/07/2013,chatain,55.0,13.0,32866.0,M,master,geologie,72.36,non,0
28/02/2010,chatain,45.0,10.0,32628.0,F,master,geologie,74.63,non,0
07/10/2010,chatain,41.0,9.0,36836.0,M,master,forage,79.86,oui,0
10/05/2011,brun,35.0,4.0,41029.0,M,licence,detective,59.38,oui,0
02/07/2012,brun,37.0,15.0,40204.0,M,licence,geologie,69.78,non,0
16/02/2011,roux,28.0,8.0,39306.0,M,licence,geologie,89.76,oui,1
25/10/2012,brun,39.0,11.0,32716.0,F,master,detective,92.31,oui,0
18/02/2014,brun,22.0,13.0,25749.0,M,doctorat,geologie,99.01,oui,0
22/07/2012,blond,15.0,11.0,34202.0,M,master,detective,94.67,oui,0
17/12/2013,chatain,31.0,10.0,30298.0,M,master,geologie,63.32,non,1
08/05/2013,brun,35.0,7.0,33193.0,F,licence,detective,65.35,non,0
10/04/2013,brun,22.0,9.0,32885.0,M,master,geologie,61.53,non,0
28/03/2010,chatain,20.0,16.0,28273.0,M,master,detective,67.06,non,1
19/12/2010,brun,30.0,13.0,36602.0,M,licence,geologie,62.49,non,0
02/01/2010,blond,28.0,14.0,43304.0,M,licence,forage,76.22,oui,0
06/12/2011,blond,47.0,9.0,28282.0,M,master,geologie,82.93,non,0
16/04/2014,chatain,32.0,3.0,39516.0,F,licence,forage,60.27,non,0
23/10/2011,blond,24.0,7.0,31417.0,F,licence,geologie,82.16,non,0
25/05/2014,brun,46.0,9.0,34527.0,M,licence,geologie,50.56,non,0
02/03/2012,chatain,21.0,8.0,37038.0,M,licence,geologie,59.66,non,0
07/03/2013,blond,32.0,9.0,39833.0,M,licence,geologie,69.9,non,0
06/03/2013,blond,26.0,10.0,32463.0,M,master,geologie,84.4,oui,1
26/02/2010,chatain,21.0,12.0,35842.0,F,master,geologie,86.7,non,0
25/01/2011,brun,44.0,11.0,32659.0,M,licence,geologie,50.26,non,0
15/06/2012,chatain,43.0,9.0,31573.0,F,doctorat,forage,111.95,oui,0
18/06/2011,blond,33.0,7.0,29349.0,M,master,geologie,96.39,oui,0
29/04/2012,blond,40.0,6.0,32703.0,M,master,geologie,82.44,non,0
21/01/2010,brun,35.0,11.0,41570.0,F,bac,geologie,66.52,non,0
01/04/2013,brun,38.0,9.0,34618.0,M,master,detective,70.94,oui,0
07/05/2013,brun,31.0,4.0,38103.0,F,licence,forage,57.72,non,0
04/04/2012,blond,23.0,12.0,23053.0,M,master,geologie,67.32,non,0
04/06/2010,blond,27.0,11.0,28358.0,M,master,forage,108.65,oui,0
16/10/2011,brun,37.0,11.0,40285.0,F,licence,detective,58.64,oui,0
14/03/2010,blond,35.0,9.0,33643.0,M,licence,forage,61.68,non,0
04/12/2013,chatain,18.0,13.0,38922.0,M,licence,geologie,70.0,non,0
04/11/2013,roux,36.0,8.0,41047.0,M,bac,geologie,28.35,non,0
03/02/2010,brun,37.0,15.0,28807.0,M,master,geologie,81.58,non,0
22/07/2014,blond,37.0,5.0,33475.0,M,master,geologie,77.06,oui,0
16/05/2012,blond,32.0,8.0,30914.0,F,licence,forage,80.37,non,1
29/01/2014,chatain,42.0,12.0,38849.0,F,master,forage,96.5,non,0
24/03/2013,brun,22.0,8.0,28901.0,M,doctorat,geologie,67.49,oui,0
19/12/2011,brun,35.0,10.0,36326.0,M,licence,geologie,81.63,non,0
23/04/2010,chatain,11.0,10.0,30875.0,F,master,detective,57.67,non,1
22/04/2013,chatain,38.0,12.0,28097.0,F,doctorat,geologie,84.66,non,0
15/09/2013,brun,40.0,14.0,39798.0,F,bac,forage,54.19,non,0
06/09/2011,chatain,26.0,9.0,34026.0,F,master,detective,75.58,oui,0
22/02/2011,chatain,38.0,10.0,33424.0,F,master,geologie,58.31,non,1
09/01/2012,chatain,58.0,4.0,35243.0,M,master,geologie,76.08,non,0
05/11/2010,blond,18.0,11.0,36661.0,F,licence,detective,78.06,non,0
02/07/2010,chatain,51.0,9.0,37886.0,M,master,geologie,76.17,non,0
27/06/2012,blond,41.0,10.0,45098.0,M,licence,detective,65.88,oui,0
14/05/2010,brun,26.0,10.0,39477.0,M,master,forage,70.7,oui,0
09/09/2012,roux,18.0,8.0,,M,bac,geologie,52.96,non,0
28/03/2011,chatain,33.0,10.0,31812.0,F,licence,archeologie,45.75,non,1
16/08/2014,chatain,28.0,8.0,33174.0,F,licence,geologie,96.75,non,0
08/09/2013,blond,39.0,11.0,35086.0,M,master,detective,87.54,oui,0
08/03/2011,blond,35.0,6.0,31719.0,F,master,archeologie,80.78,oui,0
08/03/2012,blond,35.0,5.0,38447.0,M,licence,detective,86.57,oui,1
07/06/2013,blond,33.0,4.0,34406.0,M,licence,geologie,62.98,non,0
01/12/2011,brun,37.0,7.0,40595.0,F,master,geologie,67.17,oui,1
10/10/2011,roux,20.0,5.0,36010.0,M,bac,detective,71.06,non,0
30/12/2014,brun,45.0,7.0,31961.0,M,master,detective,77.88,oui,0
07/05/2013,brun,28.0,9.0,35703.0,F,licence,detective,66.74,non,1
22/07/2011,brun,43.0,8.0,42400.0,M,master,detective,60.58,oui,0
23/02/2013,brun,36.0,7.0,25228.0,F,doctorat,forage,100.02,non,0
17/05/2011,brun,52.0,7.0,28694.0,F,master,forage,83.67,non,0
24/12/2014,blond,23.0,8.0,35682.0,F,licence,detective,77.23,non,0
09/03/2011,chatain,35.0,15.0,31729.0,F,licence,archeologie,59.31,non,1
15/08/2010,blond,31.0,10.0,38654.0,F,bac,geologie,71.13,non,1
15/02/2013,blond,61.0,10.0,37557.0,M,master,geologie,80.86,oui,1
24/10/2013,blond,25.0,9.0,32078.0,F,licence,forage,78.66,non,0
18/11/2012,blond,45.0,14.0,35221.0,M,bac,geologie,58.08,non,0
02/07/2014,brun,44.0,11.0,31643.0,F,master,detective,81.23,oui,0
03/09/2010,chatain,31.0,12.0,32129.0,F,licence,geologie,62.25,non,1
08/09/2014,brun,22.0,8.0,35149.0,F,licence,detective,86.82,oui,0
07/07/2011,brun,24.0,12.0,29353.0,F,licence,geologie,67.66,non,0
03/03/2014,blond,29.0,9.0,43388.0,F,bac,forage,69.89,non,0
03/09/2013,brun,46.0,12.0,23585.0,F,master,forage,110.82,non,0
09/01/2013,blond,24.0,12.0,33497.0,M,licence,geologie,64.76,non,0
24/02/2012,blond,35.0,11.0,31225.0,,master,geologie,85.87,non,0
12/04/2013,chatain,19.0,10.0,33431.0,F,doctorat,forage,108.96,oui,0
24/05/2011,blond,46.0,,27396.0,F,master,forage,79.69,non,0
27/06/2011,blond,40.0,9.0,37084.0,F,bac,geologie,72.75,non,0
07/05/2011,brun,47.0,14.0,38248.0,F,licence,detective,100.22,oui,0
26/02/2010,blond,35.0,8.0,40409.0,M,licence,forage,77.94,oui,0
18/03/2011,chatain,34.0,12.0,35542.0,F,licence,detective,76.9,non,0
19/12/2010,roux,50.0,13.0,24093.0,M,bac,geologie,83.1,non,0
06/03/2010,brun,21.0,11.0,36382.0,M,licence,geologie,51.65,non,0
26/10/2013,brun,37.0,6.0,39979.0,M,doctorat,archeologie,82.27,oui,0
03/04/2014,brun,31.0,9.0,44026.0,M,licence,geologie,72.33,non,0
16/11/2012,roux,37.0,9.0,42364.0,M,bac,forage,66.25,oui,0
08/06/2012,chatain,35.0,10.0,29183.0,M,licence,geologie,56.08,non,0
07/10/2013,brun,44.0,12.0,31836.0,M,master,forage,71.17,non,0
18/11/2012,chatain,31.0,9.0,25548.0,F,master,geologie,72.67,non,0
10/09/2012,chatain,33.0,6.0,38699.0,M,doctorat,detective,93.27,oui,0
01/01/2014,blond,43.0,8.0,39151.0,F,licence,archeologie,58.85,oui,0
16/03/2014,chatain,32.0,11.0,33980.0,M,licence,geologie,68.52,non,0
15/11/2014,brun,37.0,12.0,41707.0,M,master,geologie,85.06,oui,0
06/03/2011,chatain,57.0,8.0,38545.0,F,bac,geologie,57.19,non,0
22/10/2013,chatain,57.0,9.0,31293.0,M,doctorat,geologie,96.97,oui,0
12/11/2014,blond,29.0,7.0,42487.0,M,licence,forage,62.21,oui,0
12/02/2012,brun,44.0,11.0,32766.0,M,master,forage,74.85,non,0
21/02/2012,brun,37.0,9.0,32002.0,F,licence,geologie,74.76,non,0
27/01/2014,blond,25.0,6.0,39197.0,M,licence,detective,75.57,oui,0
11/09/2014,chatain,44.0,,35661.0,M,master,geologie,44.25,non,0
18/08/2014,chatain,35.0,16.0,37526.0,M,licence,geologie,42.95,non,0
17/08/2013,chatain,21.0,11.0,27159.0,M,doctorat,geologie,88.74,oui,0
22/03/2010,brun,31.0,10.0,35323.0,M,master,forage,74.63,oui,0
